Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,csr_DVFSC,tWCKENL_WR,tWCKENL_RD,tWCKENL_FS,tWCKPRE_Static,tWCKPRE_Toggle_WR,tWCKPRE_Toggle_RD,tWCKPRE_Toggle_FS,tWCKPST,csr_WCK_ON,csr_CkMode,csr_BkOrg,csr_RdqsPst,csr_RdqsPre,csr_WckPst,csr_RpstMode,csr_WCK_FM,csr_CKR,csr_WCKMode,csr_RECC,csr_WECC,csr_WCK2DQIIntervalTimerRunTimeSetting,csr_WCK2DQOIntervalTimerRunTimeSetting,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCA_6,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iCalibrationMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,MinorMode_iFWModeDebug
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch1_X16_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_71/local_log.log,8,6368,5,16,0,0,1256,4,1,18,16,11,11,11,1,0,1,0,0,11,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,230,236,6,6,2,2,2,0,0,0,16,6,0,279,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch1_X16_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_71/local_log.log,8,6160,5,16,0,0,1298,4,1,17,16,11,11,11,1,0,0,0,0,11,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,134,253,6,0,0,2,2,0,0,0,16,0,0,586,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5_ch1_X16_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_108/local_log.log,8,6224,5,16,0,0,1284,4,1,17,9,11,11,11,0,1,0,0,0,4,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,233,94,4,4,1,4,2,0,0,0,16,6,0,143,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5_ch1_X16_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_108/local_log.log,8,6208,5,16,0,0,1288,4,1,17,16,11,11,11,1,1,0,0,0,11,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,38,174,6,0,2,4,2,0,0,0,16,0,0,778,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5_ch1_X16_1to4_pipes_case3/FreqRanges_MultiRank/run_106/local_log.log,8,6184,5,16,0,0,1292,4,1,17,9,11,11,11,0,1,0,1,0,4,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,13,104,4,6,2,4,2,0,0,0,16,6,0,717,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5_ch1_X16_1to4_pipes_case3/FreqRanges_MultiRank/run_106/local_log.log,8,6352,5,16,0,0,1258,4,1,18,16,11,11,11,1,1,1,0,0,11,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,206,146,6,6,2,4,2,0,0,0,16,0,0,155,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5_ch1_X16_1to2_micron/FreqRanges_MultiRank/run_86/local_log.log,8,5736,5,16,0,0,1394,2,1,18,10,5,5,5,0,1,0,1,0,3,5,2,4,4,10,13,5,0,0,2,1,1,1,0,0,1,0,0,0,5,118,6,4,0,4,2,0,0,0,16,6,0,803,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,2,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5_ch1_X16_1to2_micron/FreqRanges_MultiRank/run_86/local_log.log,8,6120,5,16,0,0,1306,2,1,20,16,5,5,5,1,0,1,1,0,9,7,2,4,4,10,15,5,0,0,2,1,1,1,0,0,1,0,0,0,43,9,6,0,2,4,2,0,0,0,16,0,0,955,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,2,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5_ch1_X16_1to4_pipes_case2/FreqRanges_MultiRank/run_105/local_log.log,8,6272,5,16,0,0,1274,4,1,18,9,11,11,11,0,1,1,0,0,4,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,60,215,6,4,1,4,2,0,0,0,16,6,0,771,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5_ch1_X16_1to4_pipes_case2/FreqRanges_MultiRank/run_105/local_log.log,8,6048,5,16,0,0,1322,4,1,18,16,11,11,11,1,0,1,0,0,11,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,2,251,0,6,2,4,2,0,0,0,16,0,0,830,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch2_X16_1to2/FreqRanges/run_5/local_log.log,8,5728,5,16,0,0,1396,2,1,20,16,5,5,5,1,1,1,1,0,9,7,2,4,4,10,15,5,0,0,2,1,1,1,0,0,1,0,0,0,141,68,0,0,0,1,2,0,0,0,16,6,0,914,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch2_X16_1to2/FreqRanges/run_5/local_log.log,8,5864,5,16,0,0,1364,2,1,20,10,5,5,5,0,0,1,0,0,3,7,2,4,4,10,15,5,0,0,2,1,1,1,0,0,1,0,0,0,152,114,4,6,0,1,2,0,0,0,16,0,0,821,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch2_X16_1to2/FreqRanges/run_5/local_log.log,8,5688,5,16,0,0,1406,2,1,18,16,5,5,5,1,0,0,1,0,9,5,2,4,4,10,13,5,0,0,2,1,1,1,0,0,1,0,0,0,247,108,6,0,2,1,2,0,0,0,16,0,0,530,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch2_X16_1to2/FreqRanges/run_5/local_log.log,8,6056,5,16,0,0,1320,2,1,18,10,5,5,5,0,1,0,0,0,3,5,2,4,4,10,13,5,0,0,2,1,1,1,0,0,1,0,0,0,194,9,4,0,0,1,2,0,0,0,16,0,0,139,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch2_X16_1to2/FreqRanges/run_206/local_log.log,8,5416,5,16,0,0,1476,2,1,16,14,4,4,4,1,1,0,0,0,7,3,1,4,4,10,12,5,0,0,2,1,1,1,0,0,1,0,0,0,139,79,0,4,0,4,2,0,0,0,16,6,0,777,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch2_X16_1to2/FreqRanges/run_206/local_log.log,8,5168,5,16,0,0,1546,2,1,16,8,4,4,4,0,0,0,0,0,1,3,1,4,4,10,12,5,0,0,2,1,1,1,0,0,1,0,0,0,129,95,4,4,1,4,2,0,0,0,16,0,0,127,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch2_X16_1to2/FreqRanges/run_206/local_log.log,8,4464,5,16,0,0,1790,2,1,16,8,4,4,4,0,1,0,1,0,1,3,1,4,4,10,12,5,0,0,2,1,1,1,0,0,1,0,0,0,159,36,4,0,1,4,2,0,0,0,16,0,0,126,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch2_X16_1to2/FreqRanges/run_206/local_log.log,8,5408,5,16,0,0,1478,2,1,16,8,4,4,4,0,0,1,1,0,1,3,1,4,4,10,12,5,0,0,2,1,1,1,0,0,1,0,0,0,39,13,6,6,1,4,2,0,0,0,16,0,0,236,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch1_X16_1to4/WL/run_197/local_log.log,8,408,5,16,0,0,19232,4,1,3,2,0,0,0,0,1,0,0,0,0,0,0,1,2,3,3,5,0,0,2,1,1,1,0,0,0,0,0,0,42,178,0,6,0,4,2,0,0,0,16,6,0,713,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch1_X16_1to4/WL/run_197/local_log.log,8,1016,5,16,0,0,7814,4,1,4,2,1,1,1,0,1,0,0,0,0,0,0,1,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,97,74,6,6,1,4,2,0,0,0,16,0,0,641,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch1_X16_1to4/BLM/run_201/local_log.log,8,3432,5,16,0,0,2326,4,1,10,9,6,6,6,1,0,0,1,0,5,3,1,3,2,5,7,5,0,0,0,1,1,1,0,1,0,0,0,0,53,247,6,0,2,1,2,0,0,0,16,6,0,233,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch1_X16_1to4/BLM/run_201/local_log.log,8,6616,5,16,0,0,1208,4,1,20,19,12,12,12,1,1,0,0,0,13,7,3,5,2,9,13,5,0,0,0,1,1,1,0,1,0,0,0,0,54,34,0,0,2,1,2,0,0,0,16,0,0,513,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch1_X16_1to4/FreqRanges_MultiRank/run_133/local_log.log,8,6288,5,16,0,0,1272,4,1,18,16,11,11,11,1,1,1,0,0,11,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,30,171,4,6,0,4,2,0,0,0,16,6,0,314,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch1_X16_1to4/FreqRanges_MultiRank/run_133/local_log.log,8,6000,5,16,0,0,1332,4,1,18,9,11,11,11,0,0,1,0,0,4,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,74,6,0,6,2,4,2,0,0,0,16,0,0,515,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch1_X16_1to4/DMI_DBI/run_164/local_log.log,8,8296,5,16,0,0,964,4,1,23,12,13,13,13,0,0,0,1,0,5,8,3,6,2,10,15,5,0,0,0,1,1,1,0,1,0,0,0,0,5,38,4,4,0,1,2,0,0,0,16,6,0,418,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch1_X16_1to4/DMI_DBI/run_164/local_log.log,8,7776,5,16,0,0,1028,4,1,23,12,13,13,13,0,0,0,1,0,5,8,3,6,2,10,15,5,0,0,0,1,1,1,0,1,0,0,0,0,76,14,4,6,2,1,2,0,0,0,16,0,0,842,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch1_X16_1to4/FreqRanges_SingleRank/run_54/local_log.log,8,6376,5,16,0,0,1254,4,1,17,9,11,11,11,0,1,0,1,0,4,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,234,162,0,6,0,1,2,0,0,0,16,6,0,375,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch1_X16_1to4/FreqRanges_SingleRank/run_54/local_log.log,8,6288,5,16,0,0,1272,4,1,18,16,11,11,11,1,0,1,0,0,11,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,161,212,4,0,2,1,2,0,0,0,16,0,0,785,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch1_X16_1to4/Stress/run_182/local_log.log,8,2752,5,16,0,0,2900,4,1,10,8,5,5,5,1,1,1,0,0,5,4,1,2,2,5,8,5,0,0,2,1,1,1,0,0,0,0,0,0,93,0,4,0,1,2,2,0,0,0,16,6,0,142,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5X_ch1_X16_1to4/Stress/run_182/local_log.log,8,2752,5,16,0,0,2900,4,1,9,5,5,5,5,0,0,0,1,0,2,3,1,2,2,5,7,5,0,0,2,1,1,1,0,0,0,0,0,0,116,7,0,0,0,2,2,0,0,0,16,0,0,386,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5_ch1_X16_1to2_pipes_case3/FreqRanges_MultiRank/run_95/local_log.log,8,6240,5,16,0,0,1282,2,1,18,16,5,5,5,1,0,0,0,0,9,5,2,4,4,10,13,5,0,0,2,1,1,1,0,0,1,0,0,0,182,25,0,4,1,4,2,0,0,0,16,6,0,250,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/datapath_tests/LP5_ch1_X16_1to2_pipes_case3/FreqRanges_MultiRank/run_95/local_log.log,8,5528,5,16,0,0,1446,2,1,20,16,5,5,5,1,1,1,1,0,9,7,2,4,4,10,15,5,0,0,2,1,1,1,0,0,1,0,0,0,85,139,6,6,1,4,2,0,0,0,16,0,0,258,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,
