Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,tWDQS_on,tWDQS_off,csr_BL,csr_PDDS,csr_RPST,csr_DQSIntervalTimerRunTime,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iCalibrationMode,MinorMode_iSARLogicMode,MinorMode_iProductionTestMode,MinorMode_iFWModeDebug,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_163/local_log.log,8,3758,4,16,0,0,2128,1,1,36,34,7,7,7,1,1,0,0,24,52,2,6,1,147,4,0,1,1,2,0,0,0,16,6,0,279,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_163/local_log.log,8,2346,4,16,0,0,3408,1,1,24,12,4,4,4,0,0,0,0,4,27,2,6,1,211,6,4,2,1,2,0,0,0,16,0,0,843,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_45/local_log.log,8,2606,4,16,0,0,3068,1,1,28,12,4,4,4,0,1,1,1,4,27,2,6,1,72,6,6,2,1,2,0,0,0,16,6,0,560,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_45/local_log.log,8,3240,4,16,0,0,2468,1,1,32,30,6,6,6,1,1,0,1,20,47,2,6,1,33,4,6,1,1,2,0,0,0,16,0,0,579,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_110/local_log.log,8,3868,4,16,0,0,2068,1,1,40,34,7,7,7,1,0,1,1,24,52,2,6,1,4,6,6,0,4,2,0,0,0,16,6,0,639,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_110/local_log.log,8,3558,4,16,0,0,2248,1,1,32,16,6,6,6,0,0,0,1,6,33,2,6,1,39,4,0,0,4,2,0,0,0,16,0,0,472,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_147/local_log.log,8,4210,4,16,0,0,1900,1,1,36,18,7,7,7,0,0,0,0,8,36,2,6,1,34,6,0,2,2,2,0,0,0,16,6,0,418,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_147/local_log.log,8,1426,4,16,0,0,5604,1,1,14,12,2,2,2,1,0,0,0,6,25,2,6,1,121,6,0,0,2,2,0,0,0,16,0,0,377,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_171/local_log.log,8,3490,4,16,0,0,2292,1,1,32,16,6,6,6,0,1,0,1,6,33,2,6,1,236,4,0,0,2,2,0,0,0,16,6,0,809,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,1,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_171/local_log.log,8,1702,4,16,0,0,4696,1,1,22,10,3,3,3,0,1,1,1,4,24,2,6,1,144,4,6,0,2,2,0,0,0,16,0,0,950,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,1,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_169/local_log.log,8,2860,4,16,0,0,2796,1,1,28,26,5,5,5,1,1,0,1,18,42,2,6,1,222,6,6,2,4,2,0,0,0,16,6,0,302,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,1,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_169/local_log.log,8,1620,4,16,0,0,4936,1,1,22,18,3,3,3,1,1,1,0,12,32,2,6,1,109,6,4,2,4,2,0,0,0,16,0,0,220,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,1,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_224/local_log.log,8,2540,4,16,0,0,3148,1,1,24,22,4,4,4,1,0,0,0,14,37,2,6,1,155,6,6,0,2,2,0,0,0,16,6,0,242,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_224/local_log.log,8,3418,4,16,0,0,2340,1,1,32,30,6,6,6,1,1,0,0,20,47,2,6,1,197,4,0,2,2,2,0,0,0,16,0,0,577,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_140/local_log.log,8,3992,4,16,0,0,2004,1,1,36,34,7,7,7,1,1,0,0,24,52,2,6,1,15,6,0,0,1,2,0,0,0,16,6,0,530,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_140/local_log.log,8,1104,4,16,0,0,7236,1,1,14,12,2,2,2,1,1,0,1,6,25,2,6,1,125,4,0,1,1,2,0,0,0,16,0,0,436,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_95/local_log.log,8,1874,4,16,0,0,4268,1,1,20,18,3,3,3,1,0,0,0,12,32,2,6,1,197,4,6,2,2,2,0,0,0,16,6,0,353,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_95/local_log.log,8,3616,4,16,0,0,2212,1,1,32,30,6,6,6,1,0,0,1,20,47,2,6,1,7,4,6,1,2,2,0,0,0,16,0,0,672,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_85/local_log.log,8,3090,4,16,0,0,2588,1,1,28,14,5,5,5,0,0,0,0,6,30,2,6,1,96,6,0,0,2,2,0,0,0,16,6,0,797,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_85/local_log.log,8,1784,4,16,0,0,4480,1,1,20,18,3,3,3,1,0,0,1,12,32,2,6,1,40,6,6,1,2,2,0,0,0,16,0,0,496,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_188/local_log.log,8,1978,4,16,0,0,4044,1,1,22,10,3,3,3,0,0,1,0,4,24,2,6,1,166,4,0,2,4,2,0,0,0,16,6,0,934,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_188/local_log.log,8,3394,4,16,0,0,2356,1,1,32,30,6,6,6,1,0,0,1,20,47,2,6,1,40,4,6,2,4,2,0,0,0,16,0,0,778,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_100/local_log.log,8,2860,4,16,0,0,2796,1,1,32,14,5,5,5,0,1,1,0,6,30,2,6,1,115,6,4,1,2,2,0,0,0,16,6,0,670,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_100/local_log.log,8,1350,4,16,0,0,5920,1,1,16,12,2,2,2,1,1,1,0,6,25,2,6,1,152,6,6,2,2,2,0,0,0,16,0,0,923,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_55/local_log.log,8,1330,4,16,0,0,6008,1,1,16,12,2,2,2,1,1,1,0,6,25,2,6,1,130,6,0,1,2,2,0,0,0,16,6,0,326,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_55/local_log.log,8,2776,4,16,0,0,2880,1,1,28,26,5,5,5,1,1,0,1,18,42,2,6,1,20,4,4,0,2,2,0,0,0,16,0,0,298,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_155/local_log.log,8,3072,4,16,0,0,2604,1,1,32,14,5,5,5,0,1,1,1,6,30,2,6,1,87,6,4,1,4,2,0,0,0,16,6,0,198,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_155/local_log.log,8,1178,4,16,0,0,6780,1,1,14,12,2,2,2,1,0,0,1,6,25,2,6,1,46,6,6,1,4,2,0,0,0,16,0,0,807,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_155/local_log.log,8,3072,4,16,0,0,2604,1,1,32,14,5,5,5,0,1,1,1,6,30,2,6,1,87,6,4,1,4,2,0,0,0,16,0,0,198,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_64/local_log.log,8,1764,4,16,0,0,4532,1,1,20,18,3,3,3,1,0,0,0,12,32,2,6,1,122,4,4,1,1,2,0,0,0,16,6,0,525,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_64/local_log.log,8,760,4,16,0,0,10500,1,1,12,6,1,1,1,0,0,1,0,0,18,2,6,1,106,0,6,1,1,2,0,0,0,16,0,0,507,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_120/local_log.log,8,4166,4,16,0,0,1920,1,1,36,34,7,7,7,1,1,0,0,24,52,2,6,1,215,4,4,1,2,2,0,0,0,16,6,0,192,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_120/local_log.log,8,2274,4,16,0,0,3516,1,1,24,12,4,4,4,0,1,0,1,4,27,2,6,1,253,4,4,2,2,2,0,0,0,16,0,0,105,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_135/local_log.log,8,1260,4,16,0,0,6340,1,1,16,12,2,2,2,1,0,1,1,6,25,2,6,1,88,6,0,0,1,2,0,0,0,16,6,0,636,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_135/local_log.log,8,768,4,16,0,0,10392,1,1,12,8,1,1,1,1,1,1,0,0,20,2,6,1,252,0,0,2,1,2,0,0,0,16,0,0,934,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,
/server/regressdb/tss_lp54_WW37_LP4_CFG8_test_REGR__20220913_045412__andrei__CONFIG@r8699_VERIF@r8780_PHYTOP@r7165_SOFTIP@r7611_HARDIP@r7391_CSRINIT@r7265_FW@r7127/chain_0/phystate_tests/phystate/cfg_ch_1_x16_1to4_phystate_cdn_vip/run_151/local_log.log,8,2406,4,16,0,0,3324,1,1,24,12,4,4,4,0,0,0,0,4,27,2,6,1,190,4,0,0,4,2,0,0,0,16,6,0,823,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,
